F,L,N,gpa
1156,1172,17,2.27
1156,1169,18,2.39
1156,1202,42,3.52
1156,1156,5,
1156,1189,28,2.53
1156,1209,52,3.69
1156,1159,9,0.43
1156,1159,8,0.1
1156,1162,6,4.1
1156,1202,38,2.46
1156,1219,31,2.75
1156,1159,10,2.27
1156,1156,6,3.4
1156,1156,5,
1156,1169,16,2.3
1156,1209,42,3.33
1156,1169,18,1.54
1156,1229,24,1.33
1156,1189,38,2.16
1156,1192,36,2.48
1159,1162,11,3.34
1159,1192,41,2.51
1159,1172,9,4.1
1159,1189,23,2.7
1159,1192,34,3.8
1159,1202,41,2.81
1159,1159,7,4.1
1159,1222,20,3.74
1159,1182,16,0.96
1159,1162,7,3.8
1159,1192,46,4.0
1159,1212,43,2.74
1159,1182,45,3.8
1159,1172,20,3.35
1159,1179,10,3.81
1159,1202,46,3.03
1159,1169,7,3.66
1159,1169,15,1.68
1159,1162,13,2.42
1159,1162,13,1.32
1159,1159,5,
1159,1199,43,2.83
1159,1182,20,2.78
1159,1159,5,3.8
1159,1182,19,3.65
1159,1202,32,2.35
1159,1182,33,3.75
1159,1229,9,
1159,1212,42,2.58
1159,1162,8,4.1
1159,1162,17,3.63
1159,1169,18,3.43
1159,1162,6,4.1
1159,1209,39,2.92
1159,1192,40,3.46
1159,1162,8,0.1
1159,1182,29,2.73
1159,1182,32,1.77
1159,1212,44,3.43
1159,1159,6,3.95
1159,1199,45,3.58
1159,1192,42,3.73
1159,1159,8,1.67
1159,1212,42,3.43
1159,1162,12,1.88
1159,1222,43,3.14
1159,1212,50,2.6
1159,1162,14,2.73
1159,1162,12,3.04
1159,1189,33,3.88
1159,1222,49,3.59
1159,1159,8,2.1
1159,1222,52,3.89
1159,1192,34,3.1
1159,1179,30,3.4
1159,1159,8,
1159,1192,36,2.55
1159,1159,8,
1159,1162,12,1.21
1159,1212,54,2.8
1159,1179,26,1.93
1159,1162,14,1.06
1159,1209,40,3.56
1159,1212,65,2.39
1159,1229,31,3.06
1159,1202,48,3.74
1159,1179,22,1.86
1159,1159,5,3.1
1159,1169,16,2.84
1159,1159,7,4.0
1159,1182,27,2.53
1159,1229,37,3.9
1159,1159,9,
1159,1159,5,3.4
1159,1169,16,2.2
1159,1162,13,2.71
1159,1212,65,2.39
1159,1159,8,4.1
1159,1212,38,3.28
1159,1209,37,2.96
1159,1182,19,3.65
1159,1192,46,3.35
1159,1159,5,3.4
1159,1162,15,2.32
1159,1202,47,2.91
1159,1182,36,3.44
1159,1172,14,4.1
1159,1159,8,2.77
1159,1202,52,2.97
1159,1162,14,0.63
1159,1159,5,3.8
1159,1182,25,3.82
1159,1172,10,3.64
1159,1162,14,1.17
1159,1162,7,3.63
1159,1202,45,3.25
1159,1172,22,1.93
1159,1229,17,2.48
1159,1179,20,3.73
1159,1202,42,3.71
1159,1219,58,2.64
1159,1169,20,2.09
1159,1169,9,2.76
1159,1182,21,2.65
1159,1212,38,2.26
1159,1202,48,3.44
1159,1162,8,4.02
1159,1179,21,1.34
1159,1212,50,2.87
1159,1202,15,3.25
1159,1169,16,2.77
1159,1212,48,2.35
1159,1172,12,3.98
1159,1159,5,
1159,1192,44,3.9
1159,1209,15,4.0
1159,1169,7,3.2
1159,1159,8,
1159,1162,13,2.85
1159,1172,24,1.18
1159,1169,8,3.53
1159,1162,10,3.21
1159,1162,12,2.64
1159,1159,6,
1159,1192,24,2.63
1159,1172,26,1.92
1159,1162,12,3.26
1159,1172,24,1.95
1159,1219,51,3.44
1159,1192,33,1.77
1159,1189,43,3.16
1159,1169,8,3.8
1159,1189,42,4.06
1159,1179,23,3.78
1159,1192,29,2.57
1159,1192,12,1.64
1159,1162,12,4.1
1159,1159,6,1.1
1159,1192,13,4.06
1159,1172,24,3.42
1159,1182,35,1.88
1159,1162,14,1.96
1159,1189,11,
1159,1172,10,3.66
1159,1179,10,3.5
1159,1229,45,2.93
1159,1159,6,3.95
1159,1159,5,
1159,1159,8,3.1
1159,1162,8,1.1
1159,1182,7,3.0
1159,1159,5,4.1
1159,1212,42,3.48
1159,1162,8,4.1
1159,1222,39,3.73
1159,1219,33,3.22
1159,1172,21,2.15
1159,1222,37,3.16
1159,1159,9,0.1
1159,1159,5,
1159,1202,67,2.61
1159,1159,5,3.4
1159,1212,58,2.57
1159,1212,52,3.15
1159,1159,5,
1159,1172,10,3.41
1159,1192,38,3.36
1159,1192,40,3.49
1159,1162,8,3.92
1159,1169,18,2.08
1159,1162,6,2.1
1159,1159,5,
1159,1222,49,3.59
1159,1172,20,3.6
1159,1159,7,3.66
1159,1182,11,3.84
1159,1192,42,3.57
1159,1159,8,0.1
1159,1199,36,3.23
1159,1199,36,3.88
1159,1209,39,3.29
1159,1169,19,3.7
1159,1159,7,
1159,1159,5,4.1
1159,1169,8,3.66
1159,1169,19,2.31
1159,1169,26,3.13
1159,1192,41,3.59
1159,1172,21,1.4
1159,1182,18,3.69
1159,1179,19,0.56
1159,1199,13,3.22
1159,1182,27,3.12
1159,1179,19,0.56
1159,1159,8,
1159,1159,5,3.4
1159,1169,7,3.8
1159,1182,28,2.81
1159,1199,35,3.87
1159,1159,5,3.1
1159,1179,9,2.9
1159,1189,12,3.32
1159,1192,42,2.57
1159,1182,25,3.51
1159,1159,8,0.1
1159,1182,27,2.53
1159,1192,39,2.55
1159,1162,7,4.1
1159,1162,12,1.36
1159,1169,13,3.43
1159,1159,9,3.1
1159,1169,17,3.01
1159,1209,29,3.2
1159,1182,34,3.56
1159,1162,12,3.63
1159,1179,9,3.77
1159,1159,5,3.4
1159,1159,9,2.67
1159,1202,32,2.35
1159,1219,54,3.46
1159,1212,42,3.48
1159,1192,40,2.68
1159,1172,23,3.59
1159,1159,9,3.7
1159,1172,23,1.88
1159,1202,35,3.44
1159,1189,19,2.28
1159,1192,36,2.55
1159,1212,49,3.72
1159,1169,18,2.84
1159,1202,49,3.16
1159,1199,43,2.72
1159,1159,8,2.76
1159,1199,21,1.68
1159,1192,30,2.37
1159,1202,43,2.84
1159,1202,31,2.87
1159,1202,41,2.96
1159,1169,17,2.77
1159,1182,27,3.0
1159,1172,25,4.05
1159,1159,8,0.1
1159,1172,25,3.19
1159,1169,18,2.76
1159,1192,42,2.59
1159,1159,5,2.4
1159,1222,20,3.74
1159,1162,8,4.1
1159,1162,12,3.88
1159,1182,28,4.08
1159,1202,36,3.64
1159,1162,12,0.6
1159,1162,14,2.6
1159,1199,37,2.2
1159,1162,8,4.02
1159,1212,41,3.69
1159,1162,16,3.23
1159,1162,13,2.71
1159,1172,23,2.87
1159,1182,28,2.81
1159,1159,8,
1159,1159,5,4.1
1159,1219,50,3.44
1159,1189,21,3.13
1159,1182,45,3.77
1159,1199,39,3.35
1159,1172,23,2.41
1159,1182,45,3.87
1159,1202,26,2.07
1159,1172,22,3.19
1159,1162,13,1.66
1159,1219,23,3.9
1159,1172,11,4.04
1159,1222,45,3.91
1159,1229,12,1.5
1159,1179,27,3.09
1159,1159,9,3.56
1159,1192,33,3.82
1159,1212,52,3.15
1159,1162,6,3.4
1159,1202,16,3.43
1159,1162,14,3.93
1159,1169,19,
1159,1202,23,3.05
1159,1172,22,3.57
1159,1219,51,2.77
1159,1162,12,1.62
1159,1172,14,3.35
1159,1159,8,3.0
1159,1169,7,4.1
1159,1202,45,3.25
1159,1202,42,3.73
1159,1172,22,3.25
1159,1209,47,3.9
1159,1189,47,3.71
1159,1182,31,4.07
1159,1172,21,3.13
1159,1169,8,3.33
1159,1199,25,3.1
1159,1162,14,1.17
1159,1212,13,3.22
1159,1229,31,3.06
1159,1159,8,0.1
1159,1202,13,3.3
1159,1162,15,2.49
1159,1159,9,2.33
1159,1202,43,3.07
1159,1229,17,2.1
1159,1179,26,3.41
1159,1199,33,3.75
1159,1159,8,
1159,1172,21,3.36
1159,1182,31,2.49
1159,1172,15,3.49
1159,1179,21,3.77
1159,1179,19,3.5
1159,1222,39,3.73
1159,1219,36,3.17
1159,1159,6,1.6
1159,1212,39,2.09
1159,1169,12,1.21
1159,1162,14,1.2
1159,1202,46,3.27
1159,1159,5,4.1
1159,1202,46,2.78
1159,1162,8,4.1
1159,1162,12,2.7
1159,1169,17,3.99
1159,1159,6,3.4
1159,1172,25,1.18
1159,1172,11,3.92
1159,1202,31,2.87
1159,1162,15,2.49
1159,1182,33,3.77
1159,1192,29,2.57
1159,1229,29,3.3
1159,1192,41,3.21
1159,1159,8,1.86
1159,1172,20,3.15
1159,1162,12,4.1
1159,1189,22,3.58
1159,1172,26,3.44
1159,1172,25,3.95
1159,1182,29,2.18
1159,1159,6,4.1
1159,1162,11,3.05
1159,1192,40,3.25
1159,1192,29,3.78
1159,1192,43,3.8
1159,1179,28,2.65
1159,1159,7,1.1
1159,1212,52,3.15
1159,1159,6,2.4
1159,1162,8,4.02
1159,1212,81,3.16
1159,1162,14,2.6
1159,1192,40,4.0
1159,1162,12,1.88
1159,1162,13,4.02
1159,1162,9,3.98
1159,1159,5,3.1
1159,1192,38,3.75
1159,1219,52,2.52
1159,1192,47,3.7
1159,1172,16,3.32
1159,1159,5,3.4
1159,1172,13,4.1
1159,1209,37,3.71
1159,1179,16,4.01
1159,1162,14,2.67
1159,1192,31,3.16
1159,1162,13,1.27
1159,1179,25,3.1
1159,1162,12,1.44
1159,1162,8,4.1
1159,1202,49,3.75
1159,1192,44,3.92
1159,1172,15,2.18
1159,1182,33,3.92
1159,1192,8,3.42
1159,1192,39,2.62
1159,1162,12,3.64
1159,1159,5,
1159,1202,47,2.53
1159,1189,28,2.35
1159,1159,5,3.8
1159,1159,5,3.8
1159,1172,24,3.03
1159,1209,48,2.89
1159,1162,12,1.95
1159,1162,14,3.38
1159,1159,9,0.1
1159,1209,46,3.3
1159,1212,49,3.85
1159,1222,41,2.21
1159,1212,49,3.6
1159,1162,14,2.6
1159,1212,81,3.16
1159,1159,8,
1159,1159,7,
1159,1202,55,2.85
1159,1159,9,
1159,1162,6,4.1
1159,1212,53,2.84
1159,1219,51,3.44
1159,1192,31,3.66
1159,1192,48,3.76
1159,1202,43,2.84
1159,1162,6,2.6
1159,1162,12,2.38
1159,1179,23,3.8
1159,1192,39,4.03
1159,1182,27,3.04
1159,1169,17,1.81
1159,1159,6,2.75
1159,1192,37,3.88
1159,1202,36,3.64
1159,1162,6,2.1
1159,1179,11,2.98
1159,1209,44,3.35
1159,1159,5,3.8
1159,1182,33,3.23
1159,1172,16,0.1
1159,1159,9,3.6
1159,1162,15,2.47
1159,1179,26,3.64
1159,1159,5,4.1
1159,1162,13,1.91
1159,1192,40,3.42
1159,1192,42,2.59
1159,1192,44,3.9
1159,1192,47,3.7
1159,1229,42,3.06
1159,1192,41,3.57
1159,1212,49,3.85
1159,1182,37,3.93
1159,1179,25,2.61
1159,1162,13,1.35
1159,1169,9,3.1
1159,1182,23,3.34
1159,1192,28,2.43
1159,1179,28,3.52
1159,1209,45,2.38
1159,1162,12,3.77
1159,1192,37,3.69
1159,1159,8,
1159,1169,6,4.1
1159,1159,5,
1159,1162,13,1.76
1159,1179,33,3.25
1159,1229,81,3.81
1159,1192,28,2.43
1159,1169,21,2.38
1159,1179,25,2.21
1159,1169,8,3.95
1159,1162,13,2.62
1162,1192,24,3.31
1162,1172,14,1.5
1162,1202,32,2.22
1162,1172,15,3.63
1162,1222,34,3.98
1162,1192,31,2.36
1162,1162,5,4.1
1162,1162,10,3.44
1162,1162,8,
1162,1162,9,4.1
1162,1172,8,2.6
1162,1162,6,2.4
1162,1192,38,3.1
1162,1199,36,3.76
1162,1169,6,
1162,1162,6,4.1
1162,1169,13,2.27
1162,1169,8,3.4
1162,1169,15,1.26
1162,1209,42,3.48
1162,1192,26,3.48
1162,1162,5,
1162,1192,10,3.34
1162,1209,12,2.43
1162,1169,13,1.3
1162,1219,20,3.15
1162,1229,45,2.69
1162,1162,8,
1162,1192,15,3.65
1162,1162,6,3.1
1162,1192,10,3.38
1162,1202,17,4.0
1162,1192,33,3.84
1162,1229,50,3.48
1162,1172,8,3.6
1162,1162,5,2.8
1162,1172,16,2.34
1162,1162,5,
1162,1192,16,2.38
1162,1162,8,
1162,1219,44,2.72
1162,1199,37,2.77
1162,1162,8,3.6
1162,1192,28,3.92
1162,1202,43,3.8
1162,1162,9,3.37
1162,1202,41,3.07
1162,1172,14,1.95
1162,1212,32,3.35
1162,1162,8,2.77
1162,1212,34,3.3
1162,1172,12,1.1
1162,1162,5,4.1
1162,1162,6,2.8
1162,1212,46,2.22
1162,1209,26,3.63
1162,1169,6,
1162,1162,7,3.1
1162,1162,5,4.1
1162,1202,40,3.14
1162,1169,8,2.3
1162,1169,12,1.0
1162,1162,9,2.1
1162,1162,5,4.1
1162,1162,8,
1162,1192,22,4.02
1162,1162,6,4.1
1162,1172,10,3.32
1162,1189,35,4.05
1162,1169,13,1.3
1162,1202,43,3.43
1162,1182,12,3.71
1162,1222,43,4.08
1162,1162,6,4.1
1162,1209,36,2.68
1162,1162,9,0.1
1162,1172,18,3.07
1162,1192,26,3.64
1162,1162,9,0.85
1162,1162,5,2.1
1162,1222,36,3.96
1162,1229,27,4.05
1162,1162,5,3.8
1162,1162,9,0.1
1162,1162,5,2.1
1162,1199,19,3.12
1162,1192,16,2.38
1162,1212,18,3.08
1162,1192,25,3.64
1162,1192,32,3.91
1162,1169,6,3.1
1162,1162,6,0.1
1162,1162,5,
1162,1179,13,2.42
1162,1189,16,2.84
1162,1162,5,
1162,1209,39,2.27
1162,1172,14,1.38
1162,1202,38,3.75
1162,1162,5,4.1
1162,1162,5,
1162,1182,25,1.78
1162,1162,10,3.57
1162,1209,36,3.26
1162,1162,9,0.76
1162,1202,15,
1162,1162,6,
1162,1182,10,3.1
1162,1212,46,2.22
1162,1162,10,0.1
1162,1202,26,3.51
1162,1169,11,2.86
1162,1179,8,3.02
1162,1192,34,3.95
1162,1192,30,3.3
1162,1209,41,3.4
1162,1229,30,3.26
1162,1162,9,1.92
1162,1212,52,2.52
1162,1189,22,1.4
1162,1162,5,
1162,1162,8,
1162,1162,5,2.4
1162,1199,22,1.14
1162,1172,14,1.38
1162,1202,40,3.14
1162,1162,9,0.1
1162,1162,7,3.66
1162,1172,13,1.52
1162,1202,30,3.48
1162,1162,9,2.75
1162,1189,36,3.21
1162,1162,5,3.4
1162,1162,6,3.8
1162,1222,15,4.0
1162,1192,35,2.81
1162,1169,7,3.2
1162,1162,5,
1162,1162,10,2.95
1162,1162,5,3.1
1162,1179,23,3.34
1162,1169,9,2.86
1162,1202,45,3.15
1162,1172,15,0.1
1162,1162,5,2.1
1162,1212,35,3.22
1162,1219,48,2.67
1162,1169,12,2.02
1162,1182,24,3.38
1162,1162,5,
1162,1172,14,1.4
1162,1209,42,3.48
1162,1189,11,4.1
1162,1192,21,3.07
1162,1162,8,1.66
1162,1162,5,
1162,1162,6,3.75
1162,1212,17,3.73
1162,1172,13,2.38
1162,1192,18,2.2
1162,1162,5,4.1
1162,1192,29,4.0
1162,1162,5,2.1
1162,1182,31,3.19
1162,1169,6,3.75
1162,1212,46,2.22
1162,1172,15,1.14
1162,1172,14,4.02
1162,1202,16,3.63
1162,1162,8,3.85
1162,1192,21,2.56
1162,1192,18,3.33
1162,1189,11,3.1
1162,1172,13,1.76
1162,1162,6,3.95
1162,1179,20,3.75
1162,1202,32,2.22
1162,1172,19,1.58
1162,1192,43,3.38
1162,1162,5,3.4
1162,1202,41,3.73
1162,1182,24,1.8
1162,1179,6,3.8
1162,1202,42,3.44
1162,1222,40,3.14
1162,1192,35,3.75
1162,1212,55,2.01
1162,1192,35,2.81
1162,1162,9,0.1
1162,1162,5,
1162,1162,6,1.6
1162,1222,43,3.68
1162,1179,10,3.48
1162,1189,14,0.1
1162,1172,13,1.67
1162,1162,6,
1162,1162,5,4.1
1162,1162,10,2.6
1162,1179,23,3.02
1162,1169,11,0.1
1162,1162,9,2.76
1162,1202,33,3.28
1162,1212,12,4.1
1162,1162,8,2.92
1162,1162,6,4.1
1162,1169,9,3.1
1162,1162,10,3.44
1162,1179,19,1.02
1162,1169,11,0.1
1162,1162,5,2.4
1162,1162,8,3.85
1162,1162,6,4.1
1162,1212,50,2.45
1162,1162,9,2.35
1162,1169,13,2.45
1162,1172,19,1.6
1162,1222,43,4.08
1162,1169,6,
1162,1169,14,1.24
1162,1162,8,
1162,1222,63,2.22
1162,1162,5,4.1
1162,1162,6,4.1
1162,1162,5,
1162,1192,22,2.93
1162,1162,6,4.1
1162,1162,5,4.1
1162,1219,44,2.72
1162,1162,5,4.1
1162,1199,24,2.43
1162,1169,13,1.65
1162,1189,14,3.56
1162,1162,5,3.8
1162,1162,5,3.8
1162,1162,5,
1162,1189,36,3.21
1162,1162,5,4.1
1162,1212,32,3.35
1162,1162,8,
1162,1192,37,3.19
1162,1179,21,2.24
1162,1179,19,4.01
1162,1172,15,2.6
1162,1162,8,2.85
1162,1229,24,1.92
1162,1169,13,3.1
1162,1172,17,2.76
1162,1219,32,2.22
1162,1162,9,1.6
1162,1169,13,1.1
1162,1162,6,
1162,1162,9,1.92
1162,1169,10,1.1
1162,1182,10,2.31
1162,1162,5,4.1
1162,1162,6,3.75
1162,1169,8,2.1
1162,1192,12,4.05
1162,1162,5,
1162,1189,16,2.46
1162,1212,41,3.57
1162,1179,13,3.27
1162,1162,5,2.8
1162,1169,12,1.56
1162,1182,7,4.0
1162,1182,26,4.08
1162,1182,23,1.3
1162,1179,11,0.1
1162,1162,6,0.1
1162,1162,10,0.1
1162,1229,28,1.87
1162,1169,10,3.23
1162,1189,17,2.85
1162,1172,19,1.51
1162,1209,50,2.8
1162,1172,17,1.51
1162,1202,43,3.12
1162,1172,7,3.6
1162,1162,6,2.6
1162,1162,10,3.38
1162,1162,9,2.84
1169,1182,22,1.63
1169,1212,44,2.56
1169,1172,10,1.1
1169,1209,28,3.79
1169,1182,14,3.97
1169,1182,22,1.45
1169,1222,41,3.02
1169,1202,37,3.63
1169,1182,7,
1169,1172,13,1.17
1169,1222,47,1.95
1169,1169,8,0.1
1169,1169,7,3.45
1169,1202,38,3.5
1169,1229,54,3.11
1169,1202,35,3.65
1169,1199,18,3.4
1169,1192,29,2.13
1169,1212,50,2.96
1169,1199,28,3.82
1169,1169,8,0.1
1169,1172,14,1.38
1169,1172,16,2.1
1169,1172,14,2.13
1169,1169,8,
1169,1212,40,3.46
1169,1192,30,1.86
1169,1169,8,0.1
1169,1199,16,3.55
1169,1169,8,1.1
1169,1209,38,3.05
1169,1202,39,3.36
1169,1179,9,3.42
1169,1202,42,3.56
1169,1209,25,3.8
1169,1172,14,1.58
1169,1202,44,3.88
1169,1172,8,2.33
1169,1172,12,3.47
1169,1169,8,0.1
1169,1169,9,3.17
1169,1212,39,3.48
1169,1172,15,4.1
1169,1169,5,4.1
1169,1172,8,3.85
1169,1182,22,2.12
1169,1169,5,3.8
1169,1172,8,3.87
1169,1219,50,2.63
1169,1202,38,2.7
1169,1212,49,2.32
1169,1172,15,1.76
1169,1189,22,2.62
1169,1209,40,3.28
1169,1219,48,2.7
1169,1172,15,3.47
1169,1182,23,2.32
1169,1219,52,3.06
1169,1229,13,
1169,1172,14,2.1
1169,1182,23,3.74
1169,1202,43,3.62
1169,1169,9,2.9
1169,1202,35,3.01
1169,1169,7,
1169,1172,13,1.01
1169,1202,27,2.32
1169,1172,13,0.76
1169,1212,45,3.8
1169,1169,8,0.1
1169,1192,29,3.22
1169,1212,25,3.99
1169,1209,28,3.79
1169,1172,12,1.51
1169,1229,29,3.63
1169,1169,5,0.1
1169,1202,38,3.51
1169,1182,24,1.84
1169,1182,24,2.76
1169,1229,37,2.53
1169,1229,54,2.66
1169,1169,5,4.1
1169,1172,8,4.02
1169,1202,34,3.66
1169,1199,35,2.78
1169,1212,42,3.13
1169,1202,36,3.12
1169,1172,12,2.2
1169,1172,14,1.46
1169,1189,28,2.26
1169,1172,19,3.24
1169,1209,38,2.73
1169,1169,8,0.1
1169,1169,5,
1169,1202,21,3.26
1169,1172,13,1.7
1169,1172,13,2.5
1169,1172,15,1.96
1169,1192,22,2.56
1169,1182,25,3.3
1169,1172,12,0.86
1169,1219,53,2.67
1169,1169,9,
1169,1169,8,4.1
1169,1179,9,4.1
1169,1209,42,3.77
1169,1199,38,3.98
1169,1229,46,3.88
1169,1179,17,2.9
1169,1182,23,1.8
1169,1202,13,0.48
1169,1212,43,3.43
1169,1192,44,4.02
1169,1179,18,3.41
1169,1182,25,2.54
1169,1202,24,4.01
1169,1189,29,3.07
1169,1172,13,2.71
1169,1222,50,2.73
1169,1202,36,3.11
1169,1179,17,3.43
1169,1172,12,3.81
1169,1172,13,1.2
1169,1209,37,3.0
1169,1169,11,4.1
1169,1182,15,3.95
1169,1229,29,3.63
1169,1179,10,2.2
1169,1172,8,3.92
1169,1182,20,4.1
1169,1222,42,3.78
1169,1189,26,2.19
1169,1202,43,3.74
1169,1202,40,3.05
1169,1202,44,3.94
1169,1172,13,1.35
1169,1212,46,2.55
1169,1179,18,2.11
1169,1172,12,1.51
1169,1212,50,4.04
1169,1199,18,3.4
1169,1182,22,3.01
1169,1229,18,3.92
1169,1169,5,3.8
1169,1172,14,1.77
1169,1169,5,
1169,1179,10,3.12
1169,1172,12,0.35
1169,1192,31,2.62
1169,1209,25,2.82
1169,1182,20,1.79
1169,1169,9,1.25
1169,1182,22,1.07
1169,1172,6,3.8
1169,1202,36,2.26
1169,1169,9,
1169,1172,13,1.48
1169,1172,12,0.1
1169,1222,41,3.12
1169,1209,34,3.71
1169,1212,45,2.19
1169,1192,38,3.24
1169,1219,41,2.61
1169,1202,12,4.1
1169,1182,24,2.65
1169,1219,20,4.1
1169,1182,23,2.12
1169,1169,6,4.1
1169,1172,13,1.3
1169,1169,5,
1169,1202,33,3.53
1169,1169,5,2.1
1169,1172,14,1.3
1169,1179,19,3.4
1169,1169,6,2.25
1169,1172,14,0.64
1169,1212,46,2.55
1169,1172,8,3.95
1169,1182,20,1.93
1169,1169,9,
1169,1202,36,3.68
1169,1182,24,3.7
1169,1202,32,2.41
1169,1179,12,1.24
1169,1169,5,
1169,1179,17,3.77
1169,1169,9,2.07
1169,1202,41,4.07
1169,1199,47,3.76
1169,1219,54,2.86
1169,1192,33,2.1
1169,1209,21,3.9
1169,1222,51,2.9
1169,1212,41,3.65
1169,1172,10,2.02
1169,1212,38,2.52
1169,1169,8,0.1
1169,1189,23,3.46
1169,1202,42,3.4
1169,1169,9,3.77
1169,1172,8,3.92
1169,1192,45,4.03
1169,1182,23,2.43
1169,1209,25,2.82
1169,1172,13,1.43
1169,1172,11,4.05
1169,1172,12,1.1
1169,1192,30,1.98
1169,1202,40,3.06
1169,1172,14,2.94
1169,1192,29,2.13
1169,1172,12,0.65
1169,1192,31,2.62
1169,1209,28,3.79
1169,1202,46,3.29
1169,1229,44,3.45
1169,1172,11,3.75
1169,1229,52,3.75
1169,1189,11,3.83
1169,1172,14,2.38
1169,1172,15,2.97
1169,1219,26,3.09
1169,1212,48,3.35
1169,1209,35,2.61
1169,1192,34,3.36
1169,1212,39,2.87
1169,1169,7,4.1
1169,1202,37,2.04
1169,1202,39,3.94
1169,1169,5,
1169,1202,45,3.63
1169,1212,40,2.33
1169,1229,48,2.43
1169,1179,17,1.72
1169,1192,15,3.46
1169,1219,49,2.75
1169,1172,9,3.45
1169,1189,28,2.14
1169,1179,10,3.83
1169,1172,15,1.76
1169,1212,46,2.64
1169,1182,21,3.53
1169,1212,41,2.97
1169,1222,49,3.77
1169,1182,19,1.76
1169,1169,5,
1169,1169,8,3.1
1169,1179,18,1.47
1169,1199,32,2.79
1169,1169,7,3.53
1169,1219,25,2.45
1169,1202,38,3.63
1169,1189,25,2.78
1169,1229,27,3.67
1169,1192,36,3.83
1169,1172,13,1.44
1169,1179,17,1.6
1169,1209,28,3.79
1169,1202,39,3.13
1169,1179,18,3.15
1169,1192,28,3.97
1169,1222,49,3.72
1169,1192,27,2.97
1169,1199,29,3.73
1169,1202,39,3.24
1169,1172,12,2.14
1169,1192,31,2.25
1169,1169,8,1.75
1169,1182,21,2.95
1169,1229,53,3.49
1169,1202,24,3.94
1169,1169,8,
1169,1212,45,2.75
1169,1229,54,2.66
1169,1202,42,3.09
1169,1222,36,3.25
1169,1192,34,3.61
1169,1202,38,3.99
1169,1172,13,2.52
1169,1182,15,1.48
1169,1179,18,3.58
1169,1169,9,2.8
1169,1169,5,
1169,1202,15,3.35
1169,1172,8,3.6
1169,1179,8,3.25
1169,1222,40,3.43
1169,1172,8,3.75
1169,1169,8,1.92
1169,1172,14,2.1
1169,1229,38,2.66
1169,1172,12,1.5
1169,1192,19,3.08
1169,1179,16,3.44
1169,1229,38,2.91
1169,1212,43,3.55
1169,1209,43,3.15
1169,1182,18,1.1
1169,1229,12,3.76
1169,1189,28,2.51
1169,1172,12,2.31
1169,1172,15,2.65
1169,1172,11,4.05
1169,1172,10,0.1
1169,1179,12,3.2
1169,1169,8,2.25
1169,1172,14,2.67
1169,1182,21,2.51
1169,1212,49,2.4
1169,1199,35,2.31
1169,1172,14,1.1
1169,1202,29,3.54
1169,1202,38,3.4
1169,1182,20,3.76
1169,1202,33,3.53
1169,1172,15,1.24
1169,1202,37,2.04
1169,1212,46,2.89
1169,1209,35,3.71
1169,1189,23,4.05
1169,1182,24,2.68
1169,1222,50,3.45
1169,1192,29,2.99
1169,1182,23,2.85
1169,1209,27,3.13
1169,1182,22,3.63
1169,1202,41,2.94
1169,1179,15,1.85
1169,1189,10,3.76
1169,1172,13,1.55
1169,1212,43,3.15
1169,1192,19,1.33
1169,1212,44,3.12
1169,1172,13,0.81
1169,1179,6,
1169,1169,8,0.1
1169,1172,8,4.1
1169,1169,7,3.43
1169,1189,22,2.62
1169,1169,8,2.67
1169,1179,9,3.42
1169,1182,23,1.78
1169,1169,9,0.1
1169,1209,43,3.0
1169,1172,8,4.1
1169,1212,41,3.65
1169,1202,34,3.09
1169,1169,8,3.67
1169,1182,22,3.13
1169,1182,23,1.27
1169,1172,12,3.81
1169,1169,5,
1169,1169,9,2.9
1169,1182,22,3.62
1169,1212,51,3.54
1169,1169,9,
1169,1169,9,3.85
1169,1212,44,2.8
1169,1219,34,3.59
1169,1199,14,4.0
1169,1169,5,4.1
1169,1182,28,3.94
1169,1212,50,2.23
1169,1192,31,2.8
1169,1172,8,4.02
1169,1179,13,3.61
1169,1182,20,2.24
1169,1202,43,3.74
1169,1212,50,2.69
1169,1189,20,1.43
1169,1169,9,1.53
1169,1189,23,4.05
1169,1169,6,0.1
1169,1179,14,1.21
1169,1172,13,1.01
1169,1179,18,3.58
1169,1209,50,2.4
1169,1179,11,0.35
1169,1202,37,2.41
1169,1212,43,3.28
1169,1182,23,3.71
1169,1182,24,1.37
1169,1202,24,3.7
1169,1199,19,3.69
1169,1229,16,3.33
1169,1229,54,2.19
1169,1172,16,2.74
1169,1182,18,1.34
1169,1179,20,2.67
1169,1169,5,
1169,1172,12,1.1
1169,1222,41,3.21
1169,1169,5,2.4
1169,1169,6,
1169,1182,22,1.83
1169,1172,12,0.86
1169,1202,38,3.34
1169,1202,36,2.52
1169,1229,29,3.24
1169,1172,13,1.26
1169,1169,5,
1169,1172,11,1.16
1169,1209,50,2.4
1169,1169,8,1.1
1169,1202,37,2.41
1169,1202,41,3.06
1169,1202,36,3.68
1169,1182,17,4.02
1169,1169,8,
1169,1229,31,2.67
1169,1172,6,3.6
1169,1202,34,3.76
1169,1199,18,2.13
1169,1202,22,2.1
1169,1169,9,
1169,1172,12,0.1
1169,1229,34,2.32
1169,1209,47,3.67
1169,1172,14,1.68
1169,1219,49,2.91
1169,1202,41,3.22
1169,1222,61,2.77
1169,1209,37,3.46
1169,1182,23,2.12
1169,1182,21,2.76
1169,1182,8,3.67
1169,1222,50,3.77
